	0	1	2	3	4	5
0	3.4391844758697516	6.156870918599452	0.0	0.0	0.0	0.0
1	17.748816460813565	13.737595680535378	0.0	0.0	0.0	2.0452781503854567
2	7.429784313616665	4.603808504129688	0.0	0.0	0.0	0.0
3	1.167173513117632	3.4815496875299914	0.0	0.0	0.0	0.0
4	19.162358111987487	10.230944448904438	0.0	0.0	0.0	6.1082001654136775
5	49.38281614483094	19.41058106688888	0.0	0.0	0.0	-0.5156845378064645
6	1.559891236182466	4.326129207165877	0.0	0.0	0.0	0.0
7	52.310710402318364	20.500548126484773	0.0	0.0	0.0	-0.6393972722059971
8	4.604955714798507	5.2036647720577776	0.0	0.0	0.0	0.0
9	1.30258350980057	2.89748429813514	0.0	0.0	0.0	0.0
10	5.336521022259149	5.997143682301271	0.0	0.0	0.0	0.0
11	1.8973631592753009	1.6652576946289628	0.0	0.0	0.0	0.0
12	4.73487258864327	3.4564851636586127	0.0	0.0	0.0	0.0
13	14.707638404847671	13.33748110907436	0.0	0.0	0.0	0.4576057417982611
14	19.156974377561482	17.572151845928147	0.0	0.0	0.0	1.3396459687911602
15	3.8374697138366827	2.6798110845566896	0.0	0.0	0.0	0.0
16	1.167173513117632	1.0671503273829899	0.0	0.0	0.0	0.0
17	22.335753385191538	19.829212449448278	0.0	0.0	0.0	-0.34899286118184136
18	5.968737960094813	6.4186710729538845	0.0	0.0	0.0	0.0
19	5.721344832688374	7.806498321704339	0.0	0.0	0.0	0.0
20	52.24165574669314	19.61097137919205	0.0	0.0	0.0	0.5285885782573132
21	5.069123169088925	2.154397705544934	0.0	0.0	0.0	0.0
22	8.033047559483293	5.274587029672489	0.0	0.0	0.0	0.0
23	1.815141945166033	4.435374761472815	0.0	0.0	0.0	0.0
24	7.9240449915112094	0.3163453500868627	0.0	0.0	0.0	0.0
25	51.442503787137866	19.19062730115047	0.0	0.0	0.0	-0.9134685945068668
26	14.861930651202215	10.786576341989303	0.0	0.0	0.0	0.9868298779940687
27	8.052327608631913	4.993208932395191	0.0	0.0	0.0	0.0
28	20.847994442430945	14.889696924722557	0.0	0.0	0.0	0.8495409452667673
29	11.612975251159469	7.041342439167238	0.0	0.0	0.0	0.6340137871968636
30	51.025356641665894	18.699804786972436	0.0	0.0	0.0	0.13698615973339656
31	48.43687326326017	16.747312363804667	0.0	0.0	0.0	-0.5709426680252818
32	1.8973631592753009	2.2739395534500204	0.0	0.0	0.0	0.0
33	20.26835717140176	13.972142770938262	0.0	0.0	0.0	0.5055124997942357
34	18.042633432774792	15.761073065525125	0.0	0.0	0.0	3.8093586043710275
35	1.7853960125144113	1.4357793744445644	0.0	0.0	0.0	0.0
